station,epoch,unit,unit_id,component,group,weight,weighted_loss,weighted_grad_norm,weighted_ratio_base,weighted_ratio_dual_base
Battery,50,batch,0,tail,excess,0.01,3.8419000338763e-05,0.0005236639357557805,0.20018444288179407,0.06357296293220717
Battery,50,batch,0,tail,excess,0.025,9.60475008469075e-05,0.0013091598393894515,0.5004611072044852,0.15893240733051794
Battery,50,batch,0,tail,excess,0.05,0.000192095001693815,0.002618319678778903,1.0009222144089704,0.3178648146610359
Battery,50,batch,0,tail,excess,0.1,0.00038419000338763,0.005236639357557806,2.001844428817941,0.6357296293220718
Battery,50,batch,0,body,excess,1.0,0.002276601968333125,0.0,0.0,0.0
Battery,50,batch,0,excess,excess,2.0,0.0003325008729007095,0.005617146535091239,2.14730340001312,0.6819233177567343
Battery,50,batch,0,gate,excess,0.5,0.0002772949810605496,0.0,0.0,0.0
Battery,50,batch,0,amp_true,excess,0.0001,2.790996339172125e-07,2.0764976073580597e-06,0.0007937963420650989,0.00025208744847182957
Battery,50,batch,0,amp_true,excess,0.0003,8.372989017516374e-07,6.229492822074179e-06,0.0023813890261952966,0.0007562623454154887
Battery,50,batch,0,amp_true,excess,0.0007,1.9536974374204874e-06,1.4535483251506418e-05,0.005556574394455693,0.001764612139302807
Battery,50,batch,0,amp_true,excess,0.001,2.7909963391721247e-06,2.0764976073580596e-05,0.007937963420650989,0.0025208744847182957
Battery,50,batch,0,amp_true,excess,0.003,8.372989017516375e-06,6.229492822074179e-05,0.02381389026195297,0.007562623454154887
Battery,50,batch,0,tail,full,0.01,3.8419000338763e-05,0.001475870859508173,0.0669388293498023,0.029710835329499224
Battery,50,batch,0,tail,full,0.025,9.60475008469075e-05,0.0036896771487704323,0.16734707337450577,0.07427708832374806
Battery,50,batch,0,tail,full,0.05,0.000192095001693815,0.007379354297540865,0.33469414674901155,0.14855417664749612
Battery,50,batch,0,tail,full,0.1,0.00038419000338763,0.01475870859508173,0.6693882934980231,0.29710835329499224
Battery,50,batch,0,body,full,1.0,0.002276601968333125,0.020134157203279934,0.9131943384135804,0.4053217971687909
Battery,50,batch,0,excess,full,2.0,0.0003325008729007095,0.01516625284365424,0.6878726579882738,0.30531264839358746
Battery,50,batch,0,gate,full,0.5,0.0002772949810605496,0.004323494611716133,0.19609416782231234,0.08703650162147801
Battery,50,batch,0,amp_true,full,0.0001,2.790996339172125e-07,7.952266260042273e-06,0.00036067884306798485,0.000160087498053308
Battery,50,batch,0,amp_true,full,0.0003,8.372989017516374e-07,2.3856798780126814e-05,0.0010820365292039545,0.0004802624941599239
Battery,50,batch,0,amp_true,full,0.0007,1.9536974374204874e-06,5.56658638202959e-05,0.002524751901475894,0.0011206124863731557
Battery,50,batch,0,amp_true,full,0.001,2.7909963391721247e-06,7.952266260042272e-05,0.0036067884306798486,0.0016008749805330798
Battery,50,batch,0,amp_true,full,0.003,8.372989017516375e-06,0.00023856798780126816,0.010820365292039546,0.00480262494159924
Battery,50,batch,1,tail,shared,0.01,3.6842795088887216e-05,0.0006891148319288279,0.03327351539112166,0.015572199924681673
Battery,50,batch,1,tail,shared,0.025,9.210698772221804e-05,0.0017227870798220699,0.08318378847780417,0.03893049981170418
Battery,50,batch,1,tail,shared,0.05,0.00018421397544443607,0.0034455741596441398,0.16636757695560833,0.07786099962340837
Battery,50,batch,1,tail,shared,0.1,0.00036842795088887215,0.0068911483192882796,0.33273515391121666,0.15572199924681673
Battery,50,batch,1,body,shared,1.0,0.0017945372965186834,0.020486519796609086,0.9891798872693442,0.4629419760721304
Battery,50,batch,1,excess,shared,2.0,0.00030364873236976564,0.006944419506418963,0.3353073227033682,0.15692578929426387
Battery,50,batch,1,gate,shared,0.5,0.00044840536429546773,0.007628263888996391,0.3683263574629802,0.17237889079413993
Battery,50,batch,1,amp_true,shared,0.0001,2.9089248273521664e-07,1.1527422300013065e-05,0.0005565949904834698,0.0002604897128242001
Battery,50,batch,1,amp_true,shared,0.0003,8.726774482056498e-07,3.458226690003919e-05,0.001669784971450409,0.0007814691384726002
Battery,50,batch,1,amp_true,shared,0.0007,2.0362473791465165e-06,8.069195610009145e-05,0.0038961649333842875,0.0018234279897694006
Battery,50,batch,1,amp_true,shared,0.001,2.9089248273521664e-06,0.00011527422300013064,0.0055659499048346965,0.002604897128242001
Battery,50,batch,1,amp_true,shared,0.003,8.7267744820565e-06,0.00034582266900039195,0.016697849714504092,0.007814691384726003
Battery,50,batch,1,tail,temporal,0.01,3.6842795088887216e-05,3.849486324166369e-06,0.019112664905209346,0.009181712228505537
Battery,50,batch,1,tail,temporal,0.025,9.210698772221804e-05,9.623715810415925e-06,0.04778166226302337,0.022954280571263846
Battery,50,batch,1,tail,temporal,0.05,0.00018421397544443607,1.924743162083185e-05,0.09556332452604674,0.04590856114252769
Battery,50,batch,1,tail,temporal,0.1,0.00036842795088887215,3.84948632416637e-05,0.19112664905209348,0.09181712228505538
Battery,50,batch,1,body,temporal,1.0,0.0017945372965186834,0.00020563066505621208,1.0209543987159952,0.4904658525605273
Battery,50,batch,1,excess,temporal,2.0,0.00030364873236976564,6.238492493205388e-05,0.30974059003085175,0.14879918510869958
Battery,50,batch,1,gate,temporal,0.5,0.00044840536429546773,2.629624464008574e-05,0.13056061763778457,0.06272123879487604
Battery,50,batch,1,amp_true,temporal,0.0001,2.9089248273521664e-07,7.215568689288285e-08,0.0003582523351053927,0.00017210419700453686
Battery,50,batch,1,amp_true,temporal,0.0003,8.726774482056498e-07,2.1646706067864855e-07,0.0010747570053161778,0.0005163125910136106
Battery,50,batch,1,amp_true,temporal,0.0007,2.0362473791465165e-06,5.0508980825018e-07,0.0025077663457377486,0.0012047293790317579
Battery,50,batch,1,amp_true,temporal,0.001,2.9089248273521664e-06,7.215568689288286e-07,0.0035825233510539266,0.0017210419700453687
Battery,50,batch,1,amp_true,temporal,0.003,8.7267744820565e-06,2.164670606786486e-06,0.01074757005316178,0.0051631259101361055
Battery,50,batch,1,tail,excess,0.01,3.6842795088887216e-05,0.0004127387735320777,0.1989431880450356,0.06300463798348775
Battery,50,batch,1,tail,excess,0.025,9.210698772221804e-05,0.0010318469338301943,0.497357970112589,0.1575115949587194
Battery,50,batch,1,tail,excess,0.05,0.00018421397544443607,0.0020636938676603885,0.994715940225178,0.3150231899174388
Battery,50,batch,1,tail,excess,0.1,0.00036842795088887215,0.004127387735320777,1.989431880450356,0.6300463798348775
Battery,50,batch,1,body,excess,1.0,0.0017945372965186834,0.0,0.0,0.0
Battery,50,batch,1,excess,excess,2.0,0.00030364873236976564,0.004487990183191305,2.163244968041534,0.6850923995960337
Battery,50,batch,1,gate,excess,0.5,0.00044840536429546773,0.0,0.0,0.0
Battery,50,batch,1,amp_true,excess,0.0001,2.9089248273521664e-07,5.066185234124703e-06,0.0024419393241839967,0.000773353964062479
Battery,50,batch,1,amp_true,excess,0.0003,8.726774482056498e-07,1.5198555702374108e-05,0.0073258179725519896,0.0023200618921874368
Battery,50,batch,1,amp_true,excess,0.0007,2.0362473791465165e-06,3.546329663887292e-05,0.017093575269287977,0.005413477748437353
Battery,50,batch,1,amp_true,excess,0.001,2.9089248273521664e-06,5.066185234124703e-05,0.024419393241839966,0.00773353964062479
Battery,50,batch,1,amp_true,excess,0.003,8.7267744820565e-06,0.00015198555702374109,0.0732581797255199,0.02320061892187437
Battery,50,batch,1,tail,full,0.01,3.6842795088887216e-05,0.0008059977033805496,0.031852446101715295,0.01514789780316756
Battery,50,batch,1,tail,full,0.025,9.210698772221804e-05,0.002014994258451374,0.07963111525428823,0.037869744507918905
Battery,50,batch,1,tail,full,0.05,0.00018421397544443607,0.004029988516902748,0.15926223050857646,0.07573948901583781
Battery,50,batch,1,tail,full,0.1,0.00036842795088887215,0.008059977033805496,0.3185244610171529,0.15147897803167562
Battery,50,batch,1,body,full,1.0,0.0017945372965186834,0.025050293279366895,0.9899694666207534,0.4707944959938232
Battery,50,batch,1,excess,full,2.0,0.00030364873236976564,0.00826843504936416,0.3267625709735505,0.1553967320186778
Battery,50,batch,1,gate,full,0.5,0.00044840536429546773,0.007655223484250084,0.30252889357618146,0.14387205138856096
Battery,50,batch,1,amp_true,full,0.0001,2.9089248273521664e-07,1.2591572487553e-05,0.0004976098347593651,0.0002366456534834241
Battery,50,batch,1,amp_true,full,0.0003,8.726774482056498e-07,3.7774717462658994e-05,0.0014928295042780952,0.0007099369604502721
Battery,50,batch,1,amp_true,full,0.0007,2.0362473791465165e-06,8.814100741287098e-05,0.0034832688433155557,0.0016565195743839685
Battery,50,batch,1,amp_true,full,0.001,2.9089248273521664e-06,0.00012591572487552998,0.004976098347593651,0.002366456534834241
Battery,50,batch,1,amp_true,full,0.003,8.7267744820565e-06,0.00037774717462659,0.014928295042780954,0.0070993696045027225
Battery,50,batch,2,tail,shared,0.01,4.389246460050345e-05,0.0002966830350202361,0.009352903451419996,0.004619352664898523
Battery,50,batch,2,tail,shared,0.025,0.00010973116150125861,0.0007417075875505904,0.023382258628549993,0.011548381662246306
Battery,50,batch,2,tail,shared,0.05,0.00021946232300251722,0.0014834151751011808,0.046764517257099986,0.023096763324492613
Battery,50,batch,2,tail,shared,0.1,0.00043892464600503445,0.0029668303502023616,0.09352903451419997,0.046193526648985225
Battery,50,batch,2,body,shared,1.0,0.0024424958974123,0.031242332917970947,0.9849114674149542,0.486442892875328
Battery,50,batch,2,excess,shared,2.0,0.00014371846918947995,0.0023960178996638576,0.07553422824430006,0.03730598100832382
Battery,50,batch,2,gate,shared,0.5,0.0014435604680329561,0.006402341692221519,0.20183319112353174,0.09968441288035616
Battery,50,batch,2,amp_true,shared,0.0001,1.917300163768232e-07,7.971616954831356e-06,0.0002513044391808751,0.00012411801713346635
Battery,50,batch,2,amp_true,shared,0.0003,5.751900491304695e-07,2.3914850864494068e-05,0.0007539133175426252,0.000372354051400399
Battery,50,batch,2,amp_true,shared,0.0007,1.3421101146377623e-06,5.5801318683819497e-05,0.0017591310742661255,0.0008688261199342644
Battery,50,batch,2,amp_true,shared,0.001,1.917300163768232e-06,7.971616954831356e-05,0.0025130443918087507,0.0012411801713346636
Battery,50,batch,2,amp_true,shared,0.003,5.751900491304696e-06,0.0002391485086449407,0.007539133175426252,0.0037235405140039904
Battery,50,batch,2,tail,temporal,0.01,4.389246460050345e-05,1.6572057125114764e-06,0.005612991314499866,0.002819130794386851
Battery,50,batch,2,tail,temporal,0.025,0.00010973116150125861,4.143014281278691e-06,0.014032478286249664,0.0070478269859671275
Battery,50,batch,2,tail,temporal,0.05,0.00021946232300251722,8.286028562557382e-06,0.028064956572499328,0.014095653971934255
Battery,50,batch,2,tail,temporal,0.1,0.00043892464600503445,1.6572057125114765e-05,0.056129913144998655,0.02819130794386851
Battery,50,batch,2,body,temporal,1.0,0.0024424958974123,0.0002923068941275525,0.9900497237726132,0.49725351561679076
Battery,50,batch,2,excess,temporal,2.0,0.00014371846918947995,1.5603482882466414e-05,0.05284933139803233,0.02654363230922338
Battery,50,batch,2,gate,temporal,0.5,0.0014435604680329561,2.8901806119816386e-05,0.09789103760572815,0.04916587665045747
Battery,50,batch,2,amp_true,temporal,0.0001,1.917300163768232e-07,5.414971987990068e-08,0.0001834062633708055,9.21159887805979e-05
Battery,50,batch,2,amp_true,temporal,0.0003,5.751900491304695e-07,1.6244915963970204e-07,0.0005502187901124165,0.00027634796634179367
Battery,50,batch,2,amp_true,temporal,0.0007,1.3421101146377623e-06,3.7904803915930475e-07,0.0012838438435956384,0.0006448119214641852
Battery,50,batch,2,amp_true,temporal,0.001,1.917300163768232e-06,5.414971987990068e-07,0.001834062633708055,0.000921159887805979
Battery,50,batch,2,amp_true,temporal,0.003,5.751900491304696e-06,1.6244915963970205e-06,0.005502187901124165,0.0027634796634179366
Battery,50,batch,2,tail,excess,0.01,4.389246460050345e-05,5.883709469221894e-05,0.17299601186342883,0.05229770561806576
Battery,50,batch,2,tail,excess,0.025,0.00010973116150125861,0.00014709273673054737,0.4324900296585721,0.1307442640451644
Battery,50,batch,2,tail,excess,0.05,0.00021946232300251722,0.00029418547346109474,0.8649800593171442,0.2614885280903288
Battery,50,batch,2,tail,excess,0.1,0.00043892464600503445,0.0005883709469221895,1.7299601186342883,0.5229770561806576
Battery,50,batch,2,body,excess,1.0,0.0024424958974123,0.0,0.0,0.0
Battery,50,batch,2,excess,excess,2.0,0.00014371846918947995,0.0007875449938233777,2.3155824366778384,0.7000141061248436
Battery,50,batch,2,gate,excess,0.5,0.0014435604680329561,0.0,0.0,0.0
Battery,50,batch,2,amp_true,excess,0.0001,1.917300163768232e-07,2.776061145842273e-06,0.008162325305692657,0.002467518652007972
Battery,50,batch,2,amp_true,excess,0.0003,5.751900491304695e-07,8.328183437526818e-06,0.024486975917077967,0.007402555956023915
Battery,50,batch,2,amp_true,excess,0.0007,1.3421101146377623e-06,1.943242802089591e-05,0.05713627713984859,0.017272630564055803
Battery,50,batch,2,amp_true,excess,0.001,1.917300163768232e-06,2.776061145842273e-05,0.08162325305692655,0.02467518652007972
Battery,50,batch,2,amp_true,excess,0.003,5.751900491304696e-06,8.328183437526818e-05,0.2448697591707797,0.07402555956023917
Battery,50,batch,2,tail,full,0.01,4.389246460050345e-05,0.00030886106396779375,0.008400975846588797,0.004159597429012589
Battery,50,batch,2,tail,full,0.025,0.00010973116150125861,0.0007721526599194844,0.021002439616471993,0.01039899357253147
Battery,50,batch,2,tail,full,0.05,0.00021946232300251722,0.0015443053198389688,0.042004879232943985,0.02079798714506294
Battery,50,batch,2,tail,full,0.1,0.00043892464600503445,0.0030886106396779377,0.08400975846588797,0.04159597429012588
Battery,50,batch,2,body,full,1.0,0.0024424958974123,0.03636906949656229,0.9892333804671108,0.4898017446098526
Battery,50,batch,2,excess,full,2.0,0.00014371846918947995,0.0025221278502101886,0.06860150929815523,0.03396684705609022
Battery,50,batch,2,gate,full,0.5,0.0014435604680329561,0.006546386840024956,0.17806076628425746,0.08816369897608418
Battery,50,batch,2,amp_true,full,0.0001,1.917300163768232e-07,8.44116060503589e-06,0.00022959833605791725,0.00011368163244510127
Battery,50,batch,2,amp_true,full,0.0003,5.751900491304695e-07,2.5323481815107666e-05,0.0006887950081737517,0.00034104489733530376
Battery,50,batch,2,amp_true,full,0.0007,1.3421101146377623e-06,5.908812423525123e-05,0.0016071883524054207,0.0007957714271157088
Battery,50,batch,2,amp_true,full,0.001,1.917300163768232e-06,8.44116060503589e-05,0.0022959833605791726,0.0011368163244510126
Battery,50,batch,2,amp_true,full,0.003,5.751900491304696e-06,0.0002532348181510767,0.006887950081737517,0.003410448973353038
Battery,50,batch,3,tail,shared,0.01,4.730198532342911e-05,0.0007864022136908516,0.03215205973066173,0.015693699154927625
Battery,50,batch,3,tail,shared,0.025,0.00011825496330857277,0.001966005534227129,0.08038014932665433,0.039234247887319065
Battery,50,batch,3,tail,shared,0.05,0.00023650992661714554,0.003932011068454258,0.16076029865330865,0.07846849577463813
Battery,50,batch,3,tail,shared,0.1,0.0004730198532342911,0.007864022136908516,0.3215205973066173,0.15693699154927626
Battery,50,batch,3,body,shared,1.0,0.001944994437508285,0.02338189139753943,0.9559687851095873,0.4666166535111355
Battery,50,batch,3,excess,shared,2.0,0.0002851853787433356,0.007899522590299017,0.3229720335793103,0.1576454501798277
Battery,50,batch,3,gate,shared,0.5,0.0006537807057611644,0.005724740481144889,0.23405605259990495,0.11424478884598119
Battery,50,batch,3,amp_true,shared,0.0001,2.5042539928108453e-07,7.0437858789254835e-06,0.000287985232450317,0.00014056808916746057
Battery,50,batch,3,amp_true,shared,0.0003,7.512761978432535e-07,2.1131357636776447e-05,0.000863955697350951,0.00042170426750238164
Battery,50,batch,3,amp_true,shared,0.0007,1.7529777949675917e-06,4.930650115247838e-05,0.002015896627152219,0.0009839766241722238
Battery,50,batch,3,amp_true,shared,0.001,2.5042539928108454e-06,7.043785878925484e-05,0.0028798523245031704,0.0014056808916746055
Battery,50,batch,3,amp_true,shared,0.003,7.512761978432536e-06,0.0002113135763677645,0.00863955697350951,0.004217042675023817
Battery,50,batch,3,tail,temporal,0.01,4.730198532342911e-05,3.3878290231200016e-06,0.014661711500892752,0.007483713495442912
Battery,50,batch,3,tail,temporal,0.025,0.00011825496330857277,8.469572557800004e-06,0.03665427875223188,0.01870928373860728
Battery,50,batch,3,tail,temporal,0.05,0.00023650992661714554,1.693914511560001e-05,0.07330855750446376,0.03741856747721456
Battery,50,batch,3,tail,temporal,0.1,0.0004730198532342911,3.387829023120002e-05,0.14661711500892752,0.07483713495442912
Battery,50,batch,3,body,temporal,1.0,0.001944994437508285,0.0002244403652150044,0.9713240725787475,0.49578871265905944
Battery,50,batch,3,excess,temporal,2.0,0.0002851853787433356,4.677527564627409e-05,0.2024321747703834,0.10332657262753611
Battery,50,batch,3,gate,temporal,0.5,0.0006537807057611644,3.085182805641671e-05,0.1335193125601569,0.06815168073985524
Battery,50,batch,3,amp_true,temporal,0.0001,2.5042539928108453e-07,3.554059210910408e-08,0.00015381115886264486,7.850915940202477e-05
Battery,50,batch,3,amp_true,temporal,0.0003,7.512761978432535e-07,1.0662177632731223e-07,0.0004614334765879345,0.00023552747820607426
Battery,50,batch,3,amp_true,temporal,0.0007,1.7529777949675917e-06,2.4878414476372856e-07,0.0010766781120385138,0.0005495641158141734
Battery,50,batch,3,amp_true,temporal,0.001,2.5042539928108454e-06,3.554059210910408e-07,0.0015381115886264486,0.0007850915940202476
Battery,50,batch,3,amp_true,temporal,0.003,7.512761978432536e-06,1.0662177632731224e-06,0.0046143347658793455,0.002355274782060743
Battery,50,batch,3,tail,excess,0.01,4.730198532342911e-05,0.00011528375242180847,0.1991722903592025,0.05504659911561758
Battery,50,batch,3,tail,excess,0.025,0.00011825496330857277,0.0002882093810545212,0.4979307258980063,0.13761649778904395
Battery,50,batch,3,tail,excess,0.05,0.00023650992661714554,0.0005764187621090424,0.9958614517960126,0.2752329955780879
Battery,50,batch,3,tail,excess,0.1,0.0004730198532342911,0.0011528375242180848,1.9917229035920252,0.5504659911561758
Battery,50,batch,3,body,excess,1.0,0.001944994437508285,0.0,0.0,0.0
Battery,50,batch,3,excess,excess,2.0,0.0002851853787433356,0.0015241910747895296,2.633299323916324,0.7277828254805289
Battery,50,batch,3,gate,excess,0.5,0.0006537807057611644,0.0,0.0,0.0
Battery,50,batch,3,amp_true,excess,0.0001,2.5042539928108453e-07,4.423389318336472e-06,0.007642157400116366,0.0021121149635020963
Battery,50,batch,3,amp_true,excess,0.0003,7.512761978432535e-07,1.3270167955009416e-05,0.022926472200349098,0.006336344890506288
Battery,50,batch,3,amp_true,excess,0.0007,1.7529777949675917e-06,3.09637252283553e-05,0.053495101800814564,0.014784804744514674
Battery,50,batch,3,amp_true,excess,0.001,2.5042539928108454e-06,4.423389318336472e-05,0.07642157400116366,0.02112114963502096
Battery,50,batch,3,amp_true,excess,0.003,7.512761978432536e-06,0.00013270167955009416,0.229264722003491,0.06336344890506289
Battery,50,batch,3,tail,full,0.01,4.730198532342911e-05,0.0007952818042073875,0.028717511117917795,0.014077539213017931
Battery,50,batch,3,tail,full,0.025,0.00011825496330857277,0.001988204510518469,0.0717937777947945,0.03519384803254483
Battery,50,batch,3,tail,full,0.05,0.00023650992661714554,0.003976409021036938,0.143587555589589,0.07038769606508966
Battery,50,batch,3,tail,full,0.1,0.0004730198532342911,0.007952818042073876,0.287175111179178,0.1407753921301793
Battery,50,batch,3,body,full,1.0,0.001944994437508285,0.02675522910182182,0.9661274596364876,0.47360292268922055
Battery,50,batch,3,excess,full,2.0,0.0002851853787433356,0.008045223153344633,0.2905118464046433,0.14241108474946895
Battery,50,batch,3,gate,full,0.5,0.0006537807057611644,0.0057821814713747855,0.20879373803291804,0.10235225547652248
Battery,50,batch,3,amp_true,full,0.0001,2.5042539928108453e-07,8.317529234678002e-06,0.0003003447796828809,0.00014723126234894804
Battery,50,batch,3,amp_true,full,0.0003,7.512761978432535e-07,2.4952587704034002e-05,0.0009010343390486426,0.00044169378704684404
Battery,50,batch,3,amp_true,full,0.0007,1.7529777949675917e-06,5.8222704642746014e-05,0.0021024134577801662,0.0010306188364426361
Battery,50,batch,3,amp_true,full,0.001,2.5042539928108454e-06,8.317529234678002e-05,0.003003447796828809,0.0014723126234894805
Battery,50,batch,3,amp_true,full,0.003,7.512761978432536e-06,0.00024952587704034005,0.009010343390486427,0.004416937870468441
Battery,50,accum4,0,tail,shared,0.01,4.161406133789569e-05,0.0006115826963734657,0.02631013000110194,0.01251001881975193
Battery,50,accum4,0,tail,shared,0.025,0.00010403515334473924,0.0015289567409336642,0.06577532500275485,0.03127504704937983
Battery,50,accum4,0,tail,shared,0.05,0.00020807030668947848,0.0030579134818673284,0.1315506500055097,0.06255009409875965
Battery,50,accum4,0,tail,shared,0.1,0.00041614061337895696,0.006115826963734657,0.2631013000110194,0.1251001881975193
Battery,50,accum4,0,body,shared,1.0,0.0021146573999430984,0.022513942853286773,0.968544019998952,0.46052618962496994
Battery,50,accum4,0,excess,shared,2.0,0.0002662633633008227,0.007250553503682581,0.3119169433553489,0.14831119539931892
Battery,50,accum4,0,gate,shared,0.5,0.0007057603797875345,0.00411447183388041,0.17700351804780484,0.08416215890410264
Battery,50,accum4,0,amp_true,shared,0.0001,2.530368830775842e-07,4.9424529264170776e-06,0.0002126230512888033,0.00010109864044854987
Battery,50,accum4,0,amp_true,shared,0.0003,7.591106492327525e-07,1.482735877925123e-05,0.0006378691538664098,0.00030329592134564954
Battery,50,accum4,0,amp_true,shared,0.0007,1.7712581815430895e-06,3.459717048491954e-05,0.001488361359021623,0.0007076904831398491
Battery,50,accum4,0,amp_true,shared,0.001,2.530368830775842e-06,4.942452926417077e-05,0.002126230512888033,0.0010109864044854987
Battery,50,accum4,0,amp_true,shared,0.003,7.591106492327527e-06,0.00014827358779251232,0.006378691538664099,0.003032959213456496
Battery,50,accum4,0,tail,temporal,0.01,4.161406133789569e-05,4.4003563765715384e-06,0.01943312379263169,0.009541900712091692
Battery,50,accum4,0,tail,temporal,0.025,0.00010403515334473924,1.1000890941428846e-05,0.048582809481579226,0.023854751780229232
Battery,50,accum4,0,tail,temporal,0.05,0.00020807030668947848,2.2001781882857692e-05,0.09716561896315845,0.047709503560458465
Battery,50,accum4,0,tail,temporal,0.1,0.00041614061337895696,4.4003563765715384e-05,0.1943312379263169,0.09541900712091693
Battery,50,accum4,0,body,temporal,1.0,0.0021146573999430984,0.0002235045298118349,0.9870544165860051,0.4846557527753899
Battery,50,accum4,0,excess,temporal,2.0,0.0002662633633008227,5.582040436742377e-05,0.2465174943562368,0.12104309528624105
Battery,50,accum4,0,gate,temporal,0.5,0.0007057603797875345,1.0582148426792627e-05,0.04673353309853688,0.02294673452965747
Battery,50,accum4,0,amp_true,temporal,0.0001,2.530368830775842e-07,3.147533525993092e-08,0.00013900330659067896,6.825231827338041e-05
Battery,50,accum4,0,amp_true,temporal,0.0003,7.591106492327525e-07,9.442600577979275e-08,0.0004170099197720369,0.0002047569548201412
Battery,50,accum4,0,amp_true,temporal,0.0007,1.7712581815430895e-06,2.2032734681951644e-07,0.0009730231461347528,0.00047776622791366284
Battery,50,accum4,0,amp_true,temporal,0.001,2.530368830775842e-06,3.1475335259930923e-07,0.0013900330659067897,0.0006825231827338041
Battery,50,accum4,0,amp_true,temporal,0.003,7.591106492327527e-06,9.442600577979276e-07,0.004170099197720369,0.002047569548201412
Battery,50,accum4,0,tail,excess,0.01,4.161406133789569e-05,0.00026768137584664615,0.1975675930817654,0.06119227328587124
Battery,50,accum4,0,tail,excess,0.025,0.00010403515334473924,0.0006692034396166154,0.49391898270441353,0.15298068321467811
Battery,50,accum4,0,tail,excess,0.05,0.00020807030668947848,0.0013384068792332308,0.9878379654088271,0.30596136642935623
Battery,50,accum4,0,tail,excess,0.1,0.00041614061337895696,0.0026768137584664616,1.9756759308176541,0.6119227328587125
Battery,50,accum4,0,body,excess,1.0,0.0021146573999430984,0.0,0.0,0.0
Battery,50,accum4,0,excess,excess,2.0,0.0002662633633008227,0.003022645143165313,2.2309237009360707,0.6909801888972198
Battery,50,accum4,0,gate,excess,0.5,0.0007057603797875345,0.0,0.0,0.0
Battery,50,accum4,0,amp_true,excess,0.0001,2.530368830775842e-07,2.5377153916441824e-06,0.0018730115992116102,0.0005801246847155214
Battery,50,accum4,0,amp_true,excess,0.0003,7.591106492327525e-07,7.613146174932546e-06,0.00561903479763483,0.0017403740541465638
Battery,50,accum4,0,amp_true,excess,0.0007,1.7712581815430895e-06,1.7764007741509275e-05,0.01311108119448127,0.004060872793008649
Battery,50,accum4,0,amp_true,excess,0.001,2.530368830775842e-06,2.5377153916441822e-05,0.0187301159921161,0.0058012468471552135
